obsid,siteid,plot,date_sampled,sciname ,diameter,condition
79,1,B,6/13/11,Pseudotsuga menziesii,45.72,dry
80,1,B,6/13/11,Jamesia americana,0.635,dry
81,1,B,6/13/11,Abies lasiocarpa,0.635,normal
82,1,B,6/13/11,Abies lasiocarpa,2.54,dry
83,1,B,6/10/12,Picea engelmannii,0.635,dry
84,1,B,6/10/12,Picea engelmannii,0.635,normal
85,1,B,6/10/12,Picea engelmannii,2.54,normal
86,1,B,6/10/12,Picea engelmannii,5.08,dry
87,1,B,6/10/12,Picea engelmannii,7.62,dry
88,1,B,6/10/12,Picea engelmannii,10.16,normal
89,1,B,6/10/12,Picea engelmannii,12.7,normal
90,1,B,6/10/12,Picea engelmannii,17.78,dry
91,1,B,6/10/12,Sambucus racemosa,15.24,dry
92,1,B,6/10/12,Pseudotsuga menziesii,45.72,normal
93,1,B,6/10/12,Pseudotsuga menziesii,0.635,dry
94,1,B,6/10/12,Pseudotsuga menziesii,0.635,normal
95,1,B,6/10/12,Pseudotsuga menziesii,2.54,dry
96,1,B,6/10/12,Jamesia americana,5.08,dry
97,1,B,6/10/12,Abies lasiocarpa,7.62,normal
98,1,B,6/10/12,Abies lasiocarpa,10.16,dry
99,1,B,6/10/12,Abies lasiocarpa,12.7,normal
100,1,B,6/10/12,Abies lasiocarpa,17.78,dry
101,1,B,6/10/12,Abies lasiocarpa,15.24,dry
102,1,B,6/10/12,Abies lasiocarpa,20.32,normal
103,1,B,6/10/12,Abies lasiocarpa,22.86,normal
104,2,A,6/13/11,Abies lasiocarpa,30.48,normal
105,2,A,6/13/11,Picea engelmannii,2.54,dry
106,2,A,6/13/11,Picea engelmannii,5.08,dry
107,2,A,6/13/11,Picea engelmannii,7.62,dry
108,2,A,6/13/11,Picea engelmannii,10.16,dry
109,2,A,6/13/11,Picea engelmannii,12.7,normal
110,2,A,6/13/11,Picea engelmannii,17.78,normal
111,2,A,6/13/11,Picea engelmannii,22.86,dry
112,2,A,6/13/11,Picea engelmannii,27.94,normal
113,2,A,6/13/11,Picea engelmannii,30.48,dry
114,2,A,6/13/11,Picea engelmannii,35.56,dry
115,2,A,6/13/11,Picea engelmannii,58.42,normal
116,2,A,6/13/11,Sambucus racemosa,0.635,dry
117,2,A,6/13/11,Pseudotsuga menziesii,0.635,dry
118,2,A,6/13/11,Pseudotsuga menziesii,12.7,normal
119,2,A,6/13/11,Pseudotsuga menziesii,17.78,normal
120,2,A,6/13/11,Pseudotsuga menziesii,45.72,dry
121,2,A,6/13/11,Jamesia americana,0.635,dry
122,2,A,6/13/11,Abies lasiocarpa,0.635,normal
123,2,A,6/13/11,Abies lasiocarpa,2.54,dry
124,2,A,6/13/11,Abies lasiocarpa,5.08,normal
125,2,A,6/13/11,Abies lasiocarpa,7.62,dry
126,2,A,6/13/11,Abies lasiocarpa,10.16,dry
127,2,A,6/13/11,Abies lasiocarpa,12.7,normal
128,2,A,6/13/11,Abies lasiocarpa,17.78,normal
129,2,A,6/13/11,Abies lasiocarpa,15.24,dry
130,2,A,6/13/11,Abies lasiocarpa,20.32,dry
131,2,A,6/13/11,Abies lasiocarpa,22.86,normal
132,2,A,6/13/11,Abies lasiocarpa,25.4,dry
133,2,A,6/13/11,Abies lasiocarpa,27.94,normal
134,2,A,6/13/11,Picea engelmannii,26.2,dry
135,2,A,6/10/12,Abies lasiocarpa,30.48,normal
136,2,A,6/10/12,Picea engelmannii,2.54,dry
137,2,A,6/10/12,Picea engelmannii,5.08,dry
138,2,A,6/10/12,Picea engelmannii,45.72,dry
139,2,A,6/10/12,Picea engelmannii,0.635,dry
140,2,A,6/10/12,Picea engelmannii,0.635,normal
141,2,A,6/10/12,Picea engelmannii,2.54,normal
142,2,A,6/10/12,Picea engelmannii,5.08,dry
143,2,A,6/10/12,Picea engelmannii,7.62,dry
144,2,A,6/10/12,Picea engelmannii,10.16,normal
145,2,A,6/10/12,Picea engelmannii,12.7,normal
146,2,A,6/10/12,Picea engelmannii,17.78,dry
147,2,A,6/10/12,Sambucus racemosa,15.24,dry
148,2,A,6/10/12,Pseudotsuga menziesii,45.72,normal
149,2,A,6/10/12,Pseudotsuga menziesii,0.635,dry
150,2,A,6/10/12,Pseudotsuga menziesii,0.635,normal
151,2,A,6/10/12,Pseudotsuga menziesii,2.54,dry
152,2,A,6/10/12,Jamesia americana,5.08,dry
153,2,A,6/10/12,Abies lasiocarpa,7.62,normal
154,2,A,6/10/12,Abies lasiocarpa,10.16,dry
155,2,A,6/10/12,Abies lasiocarpa,12.7,normal
156,2,A,6/10/12,Abies lasiocarpa,17.78,dry
157,2,A,6/10/12,Abies lasiocarpa,15.24,dry
158,2,A,6/10/12,Abies lasiocarpa,20.32,normal
159,2,A,6/10/12,Abies lasiocarpa,22.86,normal
160,2,A,6/10/12,Abies lasiocarpa,25.4,dry
161,2,A,6/10/12,Abies lasiocarpa,27.94,dry
162,2,A,6/10/12,Abies lasiocarpa,26.2,normal
163,2,A,6/10/12,Abies lasiocarpa,25.4,dry
164,2,A,6/10/12,Abies lasiocarpa,27.94,normal
165,2,A,6/10/12,Picea engelmannii,26.2,dry
166,2,B,6/13/11,Abies lasiocarpa,30.48,normal
167,2,B,6/13/11,Picea engelmannii,2.54,dry
168,2,B,6/13/11,Picea engelmannii,5.08,dry
169,2,B,6/13/11,Picea engelmannii,7.62,dry
170,2,B,6/13/11,Picea engelmannii,10.16,dry
171,2,B,6/13/11,Picea engelmannii,12.7,normal
172,2,B,6/13/11,Picea engelmannii,17.78,normal
173,2,B,6/13/11,Picea engelmannii,22.86,dry
174,2,B,6/13/11,Picea engelmannii,27.94,normal
175,2,B,6/13/11,Picea engelmannii,30.48,dry
176,2,B,6/13/11,Picea engelmannii,35.56,dry
177,2,B,6/13/11,Picea engelmannii,58.42,normal
178,2,B,6/13/11,Sambucus racemosa,0.635,dry
179,2,B,6/13/11,Pseudotsuga menziesii,0.635,dry
180,2,B,6/13/11,Pseudotsuga menziesii,12.7,normal
181,2,B,6/13/11,Pseudotsuga menziesii,17.78,normal
182,2,B,6/13/11,Pseudotsuga menziesii,45.72,dry
183,2,B,6/13/11,Jamesia americana,0.635,dry
184,2,B,6/13/11,Abies lasiocarpa,0.635,normal
185,2,B,6/13/11,Abies lasiocarpa,2.54,dry
186,2,B,6/10/12,Picea engelmannii,0.635,dry
187,2,B,6/10/12,Picea engelmannii,0.635,normal
188,2,B,6/10/12,Picea engelmannii,2.54,normal
189,2,B,6/10/12,Picea engelmannii,5.08,dry
190,2,B,6/10/12,Picea engelmannii,7.62,dry
191,2,B,6/10/12,Picea engelmannii,10.16,normal
192,2,B,6/10/12,Picea engelmannii,12.7,normal
193,2,B,6/10/12,Picea engelmannii,17.78,dry
194,2,B,6/10/12,Sambucus racemosa,15.24,dry
195,2,B,6/10/12,Pseudotsuga menziesii,45.72,normal
196,2,B,6/10/12,Pseudotsuga menziesii,0.635,dry
197,2,B,6/10/12,Pseudotsuga menziesii,0.635,normal
198,2,B,6/10/12,Pseudotsuga menziesii,2.54,dry
199,2,B,6/10/12,Jamesia americana,5.08,dry
200,2,B,6/10/12,Abies lasiocarpa,7.62,normal
201,2,B,6/10/12,Abies lasiocarpa,10.16,dry
202,2,B,6/10/12,Abies lasiocarpa,12.7,normal
203,2,B,6/10/12,Abies lasiocarpa,17.78,dry
204,2,B,6/10/12,Abies lasiocarpa,15.24,dry
205,2,B,6/10/12,Abies lasiocarpa,20.32,normal
206,2,B,6/10/12,Abies lasiocarpa,22.86,normal
207,3,A,6/13/11,Abies lasiocarpa,30.48,normal
208,3,A,6/13/11,Picea engelmannii,2.54,dry
209,3,A,6/13/11,Picea engelmannii,5.08,dry
210,3,A,6/13/11,Picea engelmannii,7.62,dry
211,3,A,6/13/11,Picea engelmannii,10.16,dry
212,3,A,6/13/11,Picea engelmannii,12.7,normal
213,3,A,6/13/11,Picea engelmannii,17.78,normal
214,3,A,6/13/11,Picea engelmannii,22.86,dry
215,3,A,6/13/11,Picea engelmannii,27.94,normal
216,3,A,6/13/11,Picea engelmannii,30.48,dry
217,3,A,6/13/11,Picea engelmannii,35.56,dry
218,3,A,6/13/11,Picea engelmannii,58.42,normal
219,3,A,6/13/11,Sambucus racemosa,0.635,dry
220,3,A,6/13/11,Pseudotsuga menziesii,0.635,dry
221,3,A,6/13/11,Pseudotsuga menziesii,12.7,normal
222,3,A,6/13/11,Pseudotsuga menziesii,17.78,normal
223,3,A,6/13/11,Pseudotsuga menziesii,45.72,dry
224,3,A,6/13/11,Jamesia americana,0.635,dry
225,3,A,6/13/11,Abies lasiocarpa,0.635,normal
226,3,A,6/13/11,Abies lasiocarpa,2.54,dry
227,3,A,6/13/11,Abies lasiocarpa,5.08,normal
228,3,A,6/13/11,Abies lasiocarpa,7.62,dry
229,3,A,6/13/11,Abies lasiocarpa,10.16,dry
230,3,A,6/13/11,Abies lasiocarpa,12.7,normal
231,3,A,6/13/11,Abies lasiocarpa,17.78,normal
232,3,A,6/13/11,Abies lasiocarpa,15.24,dry
233,3,A,6/13/11,Abies lasiocarpa,20.32,dry
234,3,A,6/13/11,Abies lasiocarpa,22.86,normal
235,3,A,6/13/11,Abies lasiocarpa,25.4,dry
236,3,A,6/13/11,Abies lasiocarpa,27.94,normal
237,3,A,6/13/11,Picea engelmannii,26.2,dry
238,3,A,6/10/12,Abies lasiocarpa,30.48,normal
239,3,A,6/10/12,Picea engelmannii,2.54,dry
240,3,A,6/10/12,Picea engelmannii,5.08,dry
241,3,A,6/10/12,Picea engelmannii,45.72,dry
242,3,A,6/10/12,Picea engelmannii,0.635,dry
243,3,A,6/10/12,Picea engelmannii,0.635,normal
244,3,A,6/10/12,Picea engelmannii,2.54,normal
245,3,A,6/10/12,Picea engelmannii,5.08,dry
246,3,A,6/10/12,Picea engelmannii,7.62,dry
247,3,A,6/10/12,Picea engelmannii,10.16,normal
248,3,A,6/10/12,Picea engelmannii,12.7,normal
249,3,A,6/10/12,Picea engelmannii,17.78,dry
250,3,A,6/10/12,Sambucus racemosa,15.24,dry
251,3,A,6/10/12,Pseudotsuga menziesii,45.72,normal
252,3,A,6/10/12,Pseudotsuga menziesii,0.635,dry
253,3,A,6/10/12,Pseudotsuga menziesii,0.635,normal
254,3,A,6/10/12,Pseudotsuga menziesii,2.54,dry
255,3,A,6/10/12,Jamesia americana,5.08,dry
256,3,A,6/10/12,Abies lasiocarpa,7.62,normal
257,3,A,6/10/12,Abies lasiocarpa,10.16,dry
258,3,A,6/10/12,Abies lasiocarpa,12.7,normal
259,3,A,6/10/12,Abies lasiocarpa,17.78,dry
260,3,A,6/10/12,Abies lasiocarpa,15.24,dry
261,3,A,6/10/12,Abies lasiocarpa,20.32,normal
262,3,A,6/10/12,Abies lasiocarpa,22.86,normal
263,3,A,6/10/12,Abies lasiocarpa,25.4,dry
264,3,A,6/10/12,Abies lasiocarpa,27.94,dry
265,3,A,6/10/12,Abies lasiocarpa,26.2,normal
266,3,A,6/10/12,Abies lasiocarpa,25.4,dry
267,3,A,6/10/12,Abies lasiocarpa,27.94,normal
268,3,A,6/10/12,Picea engelmannii,26.2,dry
269,3,B,6/13/11,Abies lasiocarpa,30.48,normal
270,3,B,6/13/11,Picea engelmannii,2.54,dry
271,3,B,6/13/11,Picea engelmannii,5.08,dry
272,3,B,6/13/11,Picea engelmannii,7.62,dry
273,3,B,6/13/11,Picea engelmannii,10.16,dry
274,3,B,6/13/11,Picea engelmannii,12.7,normal
275,3,B,6/13/11,Picea engelmannii,17.78,normal
276,3,B,6/13/11,Picea engelmannii,22.86,dry
277,3,B,6/13/11,Picea engelmannii,27.94,normal
278,3,B,6/13/11,Picea engelmannii,30.48,dry
279,3,B,6/13/11,Picea engelmannii,35.56,dry
280,3,B,6/13/11,Picea engelmannii,58.42,normal
281,3,B,6/13/11,Sambucus racemosa,0.635,dry
282,3,B,6/13/11,Pseudotsuga menziesii,0.635,dry
283,3,B,6/13/11,Pseudotsuga menziesii,12.7,normal
284,3,B,6/13/11,Pseudotsuga menziesii,17.78,normal
285,3,B,6/13/11,Pseudotsuga menziesii,45.72,dry
286,3,B,6/13/11,Jamesia americana,0.635,dry
287,3,B,6/13/11,Abies lasiocarpa,0.635,normal
288,3,B,6/13/11,Abies lasiocarpa,2.54,dry
289,3,B,6/10/12,Picea engelmannii,0.635,dry
290,3,B,6/10/12,Picea engelmannii,0.635,normal
291,3,B,6/10/12,Picea engelmannii,2.54,normal
292,3,B,6/10/12,Picea engelmannii,5.08,dry
293,3,B,6/10/12,Picea engelmannii,7.62,dry
294,3,B,6/10/12,Picea engelmannii,10.16,normal
295,3,B,6/10/12,Picea engelmannii,12.7,normal
296,3,B,6/10/12,Picea engelmannii,17.78,dry
297,3,B,6/10/12,Sambucus racemosa,15.24,dry
298,3,B,6/10/12,Pseudotsuga menziesii,45.72,normal
299,3,B,6/10/12,Pseudotsuga menziesii,0.635,dry
300,3,B,6/10/12,Pseudotsuga menziesii,0.635,normal
301,3,B,6/10/12,Pseudotsuga menziesii,2.54,dry
302,3,B,6/10/12,Jamesia americana,5.08,dry
303,3,B,6/10/12,Abies lasiocarpa,7.62,normal
304,3,B,6/10/12,Abies lasiocarpa,10.16,dry
305,3,B,6/10/12,Abies lasiocarpa,12.7,normal
306,3,B,6/10/12,Abies lasiocarpa,17.78,dry
307,3,B,6/10/12,Abies lasiocarpa,15.24,dry
308,3,B,6/10/12,Abies lasiocarpa,20.32,normal
309,3,B,6/10/12,Abies lasiocarpa,22.86,normal
310,4,A,6/13/11,Abies lasiocarpa,30.48,normal
311,4,A,6/13/11,Picea engelmannii,2.54,dry
312,4,A,6/13/11,Picea engelmannii,5.08,dry
313,4,A,6/13/11,Picea engelmannii,7.62,dry
314,4,A,6/13/11,Picea engelmannii,10.16,dry
315,4,A,6/13/11,Picea engelmannii,12.7,normal
316,4,A,6/13/11,Picea engelmannii,17.78,normal
317,4,A,6/13/11,Picea engelmannii,22.86,dry
318,4,A,6/13/11,Picea engelmannii,27.94,normal
319,4,A,6/13/11,Picea engelmannii,30.48,dry
320,4,A,6/13/11,Picea engelmannii,35.56,dry
321,4,A,6/13/11,Picea engelmannii,58.42,normal
322,4,A,6/13/11,Sambucus racemosa,0.635,dry
323,4,A,6/13/11,Pseudotsuga menziesii,0.635,dry
324,4,A,6/13/11,Pseudotsuga menziesii,12.7,normal
325,4,A,6/13/11,Pseudotsuga menziesii,17.78,normal
326,4,A,6/13/11,Pseudotsuga menziesii,45.72,dry
327,4,A,6/13/11,Jamesia americana,0.635,dry
328,4,A,6/13/11,Abies lasiocarpa,0.635,normal
329,4,A,6/13/11,Abies lasiocarpa,2.54,dry
330,4,A,6/13/11,Abies lasiocarpa,5.08,normal
331,4,A,6/13/11,Abies lasiocarpa,7.62,dry
332,4,A,6/13/11,Abies lasiocarpa,10.16,dry
333,4,A,6/13/11,Abies lasiocarpa,12.7,normal
334,4,A,6/13/11,Abies lasiocarpa,17.78,normal
335,4,A,6/13/11,Abies lasiocarpa,15.24,dry
336,4,A,6/13/11,Abies lasiocarpa,20.32,dry
337,4,A,6/13/11,Abies lasiocarpa,22.86,normal
338,4,A,6/13/11,Abies lasiocarpa,25.4,dry
339,4,A,6/13/11,Abies lasiocarpa,27.94,normal
340,4,A,6/13/11,Picea engelmannii,26.2,dry
341,4,A,6/10/12,Abies lasiocarpa,30.48,normal
342,4,A,6/10/12,Picea engelmannii,2.54,dry
343,4,A,6/10/12,Picea engelmannii,5.08,dry
344,4,A,6/10/12,Picea engelmannii,45.72,dry
345,4,A,6/10/12,Picea engelmannii,0.635,dry
346,4,A,6/10/12,Picea engelmannii,0.635,normal
347,4,A,6/10/12,Picea engelmannii,2.54,normal
348,4,A,6/10/12,Picea engelmannii,5.08,dry
349,4,A,6/10/12,Picea engelmannii,7.62,dry
350,4,A,6/10/12,Picea engelmannii,10.16,normal
351,4,A,6/10/12,Picea engelmannii,12.7,normal
352,4,A,6/10/12,Picea engelmannii,17.78,dry
353,4,A,6/10/12,Sambucus racemosa,15.24,dry
354,4,A,6/10/12,Pseudotsuga menziesii,45.72,normal
355,4,A,6/10/12,Pseudotsuga menziesii,0.635,dry
356,4,A,6/10/12,Pseudotsuga menziesii,0.635,normal
357,4,A,6/10/12,Pseudotsuga menziesii,2.54,dry
358,4,A,6/10/12,Jamesia americana,5.08,dry
359,4,A,6/10/12,Abies lasiocarpa,7.62,normal
360,4,A,6/10/12,Abies lasiocarpa,10.16,dry
361,4,A,6/10/12,Abies lasiocarpa,12.7,normal
362,4,A,6/10/12,Abies lasiocarpa,17.78,dry
363,4,A,6/10/12,Abies lasiocarpa,15.24,dry
364,4,A,6/10/12,Abies lasiocarpa,20.32,normal
365,4,A,6/10/12,Abies lasiocarpa,22.86,normal
366,4,A,6/10/12,Abies lasiocarpa,25.4,dry
367,4,A,6/10/12,Abies lasiocarpa,27.94,dry
368,4,A,6/10/12,Abies lasiocarpa,26.2,normal
369,4,A,6/10/12,Abies lasiocarpa,25.4,dry
370,4,A,6/10/12,Abies lasiocarpa,27.94,normal
371,4,A,6/10/12,Picea engelmannii,26.2,dry
372,4,B,6/13/11,Abies lasiocarpa,30.48,normal
373,4,B,6/13/11,Picea engelmannii,2.54,dry
374,4,B,6/13/11,Picea engelmannii,5.08,dry
375,4,B,6/13/11,Picea engelmannii,7.62,dry
376,4,B,6/13/11,Picea engelmannii,10.16,dry
377,4,B,6/13/11,Picea engelmannii,12.7,normal
378,4,B,6/13/11,Picea engelmannii,17.78,normal
379,4,B,6/13/11,Picea engelmannii,22.86,dry
380,4,B,6/13/11,Picea engelmannii,27.94,normal
381,4,B,6/13/11,Picea engelmannii,30.48,dry
382,4,B,6/13/11,Picea engelmannii,35.56,dry
383,4,B,6/13/11,Picea engelmannii,58.42,normal
384,4,B,6/13/11,Sambucus racemosa,0.635,dry
385,4,B,6/13/11,Pseudotsuga menziesii,0.635,dry
386,4,B,6/13/11,Pseudotsuga menziesii,12.7,normal
387,4,B,6/13/11,Pseudotsuga menziesii,17.78,normal
388,4,B,6/13/11,Pseudotsuga menziesii,45.72,dry
389,4,B,6/13/11,Jamesia americana,0.635,dry
390,4,B,6/13/11,Abies lasiocarpa,0.635,normal
391,4,B,6/13/11,Abies lasiocarpa,2.54,dry
392,4,B,6/10/12,Picea engelmannii,0.635,dry
393,4,B,6/10/12,Picea engelmannii,0.635,normal
394,4,B,6/10/12,Picea engelmannii,2.54,normal
395,4,B,6/10/12,Picea engelmannii,5.08,dry
396,4,B,6/10/12,Picea engelmannii,7.62,dry
397,4,B,6/10/12,Picea engelmannii,10.16,normal
398,4,B,6/10/12,Picea engelmannii,12.7,normal
399,4,B,6/10/12,Picea engelmannii,17.78,dry
400,4,B,6/10/12,Sambucus racemosa,15.24,dry
401,4,B,6/10/12,Pseudotsuga menziesii,45.72,normal
402,4,B,6/10/12,Pseudotsuga menziesii,0.635,dry
403,4,B,6/10/12,Pseudotsuga menziesii,0.635,normal
404,4,B,6/10/12,Pseudotsuga menziesii,2.54,dry
405,4,B,6/10/12,Jamesia americana,5.08,dry
406,4,B,6/10/12,Abies lasiocarpa,7.62,normal
407,4,B,6/10/12,Abies lasiocarpa,10.16,dry
408,4,B,6/10/12,Abies lasiocarpa,12.7,normal
409,4,B,6/10/12,Abies lasiocarpa,17.78,dry
410,4,B,6/10/12,Abies lasiocarpa,15.24,dry
411,4,B,6/10/12,Abies lasiocarpa,20.32,normal
412,4,B,6/10/12,Abies lasiocarpa,22.86,normal
413,5,A,6/13/11,Abies lasiocarpa,30.48,normal
414,5,A,6/13/11,Picea engelmannii,2.54,dry
415,5,A,6/13/11,Picea engelmannii,5.08,dry
416,5,A,6/13/11,Picea engelmannii,7.62,dry
417,5,A,6/13/11,Picea engelmannii,10.16,dry
418,5,A,6/13/11,Picea engelmannii,12.7,normal
419,5,A,6/13/11,Picea engelmannii,17.78,normal
420,5,A,6/13/11,Picea engelmannii,22.86,dry
421,5,A,6/13/11,Picea engelmannii,27.94,normal
422,5,A,6/13/11,Picea engelmannii,30.48,dry
423,5,A,6/13/11,Picea engelmannii,35.56,dry
424,5,A,6/13/11,Picea engelmannii,58.42,normal
425,5,A,6/13/11,Sambucus racemosa,0.635,dry
426,5,A,6/13/11,Pseudotsuga menziesii,0.635,dry
427,5,A,6/13/11,Pseudotsuga menziesii,12.7,normal
428,5,A,6/13/11,Pseudotsuga menziesii,17.78,normal
429,5,A,6/13/11,Pseudotsuga menziesii,45.72,dry
430,5,A,6/13/11,Jamesia americana,0.635,dry
431,5,A,6/13/11,Abies lasiocarpa,0.635,normal
432,5,A,6/13/11,Abies lasiocarpa,2.54,dry
433,5,A,6/13/11,Abies lasiocarpa,5.08,normal
434,5,A,6/13/11,Abies lasiocarpa,7.62,dry
435,5,A,6/13/11,Abies lasiocarpa,10.16,dry
436,5,A,6/13/11,Abies lasiocarpa,12.7,normal
437,5,A,6/13/11,Abies lasiocarpa,17.78,normal
438,5,A,6/13/11,Abies lasiocarpa,15.24,dry
439,5,A,6/13/11,Abies lasiocarpa,20.32,dry
440,5,A,6/13/11,Abies lasiocarpa,22.86,normal
441,5,A,6/13/11,Abies lasiocarpa,25.4,dry
442,5,A,6/13/11,Abies lasiocarpa,27.94,normal
443,5,A,6/13/11,Picea engelmannii,26.2,dry
444,5,A,6/10/12,Abies lasiocarpa,30.48,normal
445,5,A,6/10/12,Picea engelmannii,2.54,dry
446,5,A,6/10/12,Picea engelmannii,5.08,dry
447,5,A,6/10/12,Picea engelmannii,45.72,dry
448,5,A,6/10/12,Picea engelmannii,0.635,dry
449,5,A,6/10/12,Picea engelmannii,0.635,normal
450,5,A,6/10/12,Picea engelmannii,2.54,normal
451,5,A,6/10/12,Picea engelmannii,5.08,dry
452,5,A,6/10/12,Picea engelmannii,7.62,dry
453,5,A,6/10/12,Picea engelmannii,10.16,normal
454,5,A,6/10/12,Picea engelmannii,12.7,normal
455,5,A,6/10/12,Picea engelmannii,17.78,dry
456,5,A,6/10/12,Sambucus racemosa,15.24,dry
457,5,A,6/10/12,Pseudotsuga menziesii,45.72,normal
458,5,A,6/10/12,Pseudotsuga menziesii,0.635,dry
459,5,A,6/10/12,Pseudotsuga menziesii,0.635,normal
460,5,A,6/10/12,Pseudotsuga menziesii,2.54,dry
461,5,A,6/10/12,Jamesia americana,5.08,dry
462,5,A,6/10/12,Abies lasiocarpa,7.62,normal
463,5,A,6/10/12,Abies lasiocarpa,10.16,dry
464,5,A,6/10/12,Abies lasiocarpa,12.7,normal
465,5,A,6/10/12,Abies lasiocarpa,17.78,dry
466,5,A,6/10/12,Abies lasiocarpa,15.24,dry
467,5,A,6/10/12,Abies lasiocarpa,20.32,normal
468,5,A,6/10/12,Abies lasiocarpa,22.86,normal
469,5,A,6/10/12,Abies lasiocarpa,25.4,dry
470,5,A,6/10/12,Abies lasiocarpa,27.94,dry
471,5,A,6/10/12,Abies lasiocarpa,26.2,normal
472,5,A,6/10/12,Abies lasiocarpa,25.4,dry
473,5,A,6/10/12,Abies lasiocarpa,27.94,normal
474,5,A,6/10/12,Picea engelmannii,26.2,dry
475,5,B,6/13/11,Abies lasiocarpa,30.48,normal
476,5,B,6/13/11,Picea engelmannii,2.54,dry
477,5,B,6/13/11,Picea engelmannii,5.08,dry
478,5,B,6/13/11,Picea engelmannii,7.62,dry
